family_id;child_id;child_hash;test;language_id;parental_edu
2075;1854;9T-PSXN0vBHN66-Mk2Rmo;;7;HIGHER_EDU
2075;1854;9T-PSXN0vBHN66-Mk2Rmo;;110;HIGHER_EDU
2077;1855;OeSbBrpZwCHSLApsAi7G9;;7;NA
2079;1856;IL7SX2fzqsBVJOSKs21PR;;7;NA
2083;1857;02FYqjwKUHUmkC1zAFRxH;;7;HIGHER_EDU
2085;1858;dJZQ27q4_YBMlREcROKoN;;7;NA
2087;1859;N-Zl6Uh0zSfVDtPfw1Lfj;;7;HIGHER_EDU
2089;1860;rKsYWB6sEP1Dgm_8aijd0;;7;SECONDARY
2089;1860;rKsYWB6sEP1Dgm_8aijd0;;109;SECONDARY
2091;1861;gBfAN02_1vUILuVGW8zgJ;;7;UNFINISHED_HIGHER_EDU
2093;1862;bL0w3H7A6YmvbH_kq8Zva;;7;HIGHER_EDU
2093;1863;loC4V1pciSObJ_zkzq5qe;;7;NA
2081;1864;avOrX8AsJ1kQght0W4DaX;;7;HIGHER_EDU
2094;1865;GRgkMIHTWswXDnZvRIDzw;;7;HIGHER_EDU
2094;1865;GRgkMIHTWswXDnZvRIDzw;;125;HIGHER_EDU
2094;1865;GRgkMIHTWswXDnZvRIDzw;;110;HIGHER_EDU
2094;1865;GRgkMIHTWswXDnZvRIDzw;;107;HIGHER_EDU
2094;1865;GRgkMIHTWswXDnZvRIDzw;;2;HIGHER_EDU
2095;1866;azW1c_GHGx2CGexFYFvUs;;7;HIGHER_EDU
2095;1866;azW1c_GHGx2CGexFYFvUs;;105;HIGHER_EDU
2095;1866;azW1c_GHGx2CGexFYFvUs;;2;HIGHER_EDU
2097;1867;KhipMrJlUz8l9gEyM3lDG;;7;SECONDARY
2099;1868;dfxvdW7Anc--trQkbcqyi;;7;NA
2100;1869;pTAC8xW_mAdihbi0LfObV;;7;NA
2102;1870;Ze6VlT1dGWve8vr3pHJ7F;;7;SECONDARY
2104;1871;sLtmCrKsk-jhUpaCu8LbY;;7;SECONDARY
2104;1871;sLtmCrKsk-jhUpaCu8LbY;;6;SECONDARY
2106;1872;GfA6-e4mI6HILE1ArhrXZ;;7;NA
2108;1873;mEbX4aU1Dn9ejdxn804Pz;;7;NA
2110;1874;6AUwgFxBtDEUbf0uyo2kg;;7;NA
2112;1875;ks0CZiHDO0vmNxF__r3N_;;7;NA
2115;1877;kWoFZAVDt3mUcWk05et8w;;7;NA
2117;1878;oEU45oTZ8aQM9kQRgo7wV;;7;NA
2118;1879;19EMGfHJ3D_ugimutdZb1;;7;NA
2118;1879;19EMGfHJ3D_ugimutdZb1;;8;NA
2120;1880;VT81_rWbAqpUXi64v_Y3P;;7;HIGHER_EDU
2122;1881;QY5C03Jhxmk7n7_3Ol8s3;;7;HIGHER_EDU
2122;1881;QY5C03Jhxmk7n7_3Ol8s3;;119;HIGHER_EDU
2123;1882;xFbfrnrsj_yqkaDqi05ru;;7;SECONDARY
2125;1883;8FHtWvuvTzYGuKxTjCCzC;;7;SECONDARY
2125;1883;8FHtWvuvTzYGuKxTjCCzC;;2;SECONDARY
2127;1884;I1GXkj1ZPE5QUeodi5pPr;;7;HIGHER_EDU
2129;1885;3v3Vks-K8qBHIhr5TCmQw;;6;TECHNICAL
2129;1885;3v3Vks-K8qBHIhr5TCmQw;;7;TECHNICAL
2133;1887;uBlY7E1aUOZbImqgcY8r0;;7;HIGHER_EDU
2133;1887;uBlY7E1aUOZbImqgcY8r0;;2;HIGHER_EDU
2133;1887;uBlY7E1aUOZbImqgcY8r0;;108;HIGHER_EDU
2134;1888;mRBzuIyvK3J-RmwLxJ3y-;;7;HIGHER_EDU
2136;1889;9S9BZDasSVWNrHVMofB4S;;7;HIGHER_EDU
2136;1889;9S9BZDasSVWNrHVMofB4S;;108;HIGHER_EDU
2136;1889;9S9BZDasSVWNrHVMofB4S;;2;HIGHER_EDU
2137;1890;F2Erem9_4mngA--LE9Yos;;7;NA
2140;1891;rjB4Nrh6Ij7N6T4FtapUk;;7;NA
2140;1891;rjB4Nrh6Ij7N6T4FtapUk;;2;NA
2141;1892;36LF8SsxYyCkpB0o5YNLD;;7;HIGHER_EDU
2141;1892;36LF8SsxYyCkpB0o5YNLD;;2;HIGHER_EDU
2143;1893;iyo3N8b8l5OkvrvScE0d3;;7;HIGHER_EDU
2145;1894;rf4XF5zzte-6BchInoeNZ;;7;NA
2147;1895;Pgp3qFs8UKLZU57_j5vcA;;7;UNFINISHED_HIGHER_EDU
2147;1895;Pgp3qFs8UKLZU57_j5vcA;;2;UNFINISHED_HIGHER_EDU
2149;1896;2FHLK3mSzuRzAwmMSEB80;;7;NA
2150;1897;qKbkJcwJ2O_kQwLKyvq2h;;7;HIGHER_EDU
2152;1898;feEN_iG2JkMD9m7CVjimM;;7;HIGHER_EDU
2154;1899;7WABIU2gGL_EErA8y04Rs;;7;HIGHER_EDU
2156;1900;xtq_kXWRpN3W2ODPiVCL_;;7;NA
2159;1901;ROFyhFehSMmYtjm9KYgTb;;111;HIGHER_EDU
2159;1901;ROFyhFehSMmYtjm9KYgTb;;7;HIGHER_EDU
2159;1901;ROFyhFehSMmYtjm9KYgTb;;2;HIGHER_EDU
2160;1902;Ejms9J6G4G3Q6zI--uIIX;;7;NA
2160;1902;Ejms9J6G4G3Q6zI--uIIX;;2;NA
2157;1903;pYjMnQs0g9CVr6aqdq7sM;;7;NA
2162;1904;MvZUopfR0xFKmt8sudnX3;;7;NA
2162;1904;MvZUopfR0xFKmt8sudnX3;;110;NA
2163;1905;aK7VE6MwSmshk7FACJmZC;;7;HIGHER_EDU
2165;1906;qNlkf8sf4Qgp_pESdP3i1;;7;NA
2166;1907;OqQlExn56iQDu1FgSmfmr;;2;NA
2166;1907;OqQlExn56iQDu1FgSmfmr;;7;NA
2167;1908;K1hhf2aXC8zUPNyKhjzvw;;7;HIGHER_EDU
2168;1909;m8jU62LDJGYB_Isgl_HHq;;3;NA
2168;1909;m8jU62LDJGYB_Isgl_HHq;;7;NA
2169;1910;FUOUgz8PAznIQoIOpuYZ3;;7;HIGHER_EDU
2172;1911;1M4DOG0O78nRX8XTq8DzP;;7;HIGHER_EDU
2174;1912;aosU1joqRFFBB2c0oZwCi;;7;NA
2176;1913;zZLxthVi67cuLEE_lG92x;;7;HIGHER_EDU
2176;1914;I35HdsDfrf6quzrJktpOX;;7;NA
2177;1915;7B1NsmHKO_OqvudhV27cR;;2;HIGHER_EDU
2177;1915;7B1NsmHKO_OqvudhV27cR;;7;HIGHER_EDU
2179;1916;mM1WUDTMvTs8VIB3rYxW9;;7;NA
2182;1917;XkHZkMovv3krAwEG00pY6;;7;NA
2184;1918;HeGFRBaN2nznSE2fsZK0m;;7;HIGHER_EDU
2184;1918;HeGFRBaN2nznSE2fsZK0m;;2;HIGHER_EDU
2186;1919;zdU_3L6yPuSQIm094DNsf;;7;HIGHER_EDU
2185;1920;XMa-6K-9JtoT7t4LEgHPR;;7;NA
2187;1921;4PL_SocIiqOnQagOWrL3H;;7;NA
2187;1921;4PL_SocIiqOnQagOWrL3H;;129;NA
2187;1921;4PL_SocIiqOnQagOWrL3H;;2;NA
2189;1922;fcVlX_foL7-gKFE8cLrSw;;7;NA
2190;1923;6IOQlnjWQuAO2grQcAuaz;;7;NA
2190;1923;6IOQlnjWQuAO2grQcAuaz;;106;NA
2190;1923;6IOQlnjWQuAO2grQcAuaz;;3;NA
2192;1924;2fA3Zdr9byrjJ63SgRPr0;;7;NA
2192;1924;2fA3Zdr9byrjJ63SgRPr0;;110;NA
2192;1924;2fA3Zdr9byrjJ63SgRPr0;;2;NA
2192;1924;2fA3Zdr9byrjJ63SgRPr0;;3;NA
2194;1925;BwiqrhafoaKyvGBhTFhsK;;7;HIGHER_EDU
2195;1926;9qYr0SWyz--61ShEnt7O3;;7;UNFINISHED_HIGHER_EDU
2197;1927;oyXync-_zFz8mOA9AI9ca;;7;HIGHER_EDU
2197;1927;oyXync-_zFz8mOA9AI9ca;;2;HIGHER_EDU
2198;1928;8CjJolTsusWS4edv5LToZ;;7;NA
1583;1929;zkrgqPdAYSx4sHXIEby_u;;7;NA
1583;1929;zkrgqPdAYSx4sHXIEby_u;;142;NA
1583;1929;zkrgqPdAYSx4sHXIEby_u;;3;NA
2199;1930;q8C4e7Aijmz8u3ZYz_FYM;;7;HIGHER_EDU
2200;1931;w-xZU-trVYyk_iSeoxtqe;;7;NA
2203;1932;scwbTQIm5dpfG178dpcQp;;7;SECONDARY
2202;1933;iH20nyypR4GXNjwOYj3Vq;;7;HIGHER_EDU
2205;1934;bMEbPsij1chYfD0xgg8fv;;7;HIGHER_EDU
2207;1935;NRAPgORtwTjuoM9Vlt6I_;;7;NA
2207;1935;NRAPgORtwTjuoM9Vlt6I_;;2;NA
2209;1936;9RD-wrcQSZNf_23TbRQRx;;7;HIGHER_EDU
2210;1937;jwR8yMvTJ9su3k-Fr7UCy;;7;NA
2211;1938;qlQnj5JH_h339rVLDRvrR;;7;HIGHER_EDU
2211;1938;qlQnj5JH_h339rVLDRvrR;;6;HIGHER_EDU
2213;1939;vOuTVPSv8CHEWoAM2IBjO;;7;HIGHER_EDU
2214;1940;TecHpMMLlPDMCxYMaV69Y;;7;HIGHER_EDU
2214;1940;TecHpMMLlPDMCxYMaV69Y;;3;HIGHER_EDU
2215;1941;XIr4-7k5nN9Kvm6N1ZCEN;;7;NA
2217;1942;emxw-YXoeYR3tl7A6TJ9K;;7;NA
2219;1943;qCbmgrWQp4eyIvkzR6JWW;;7;NA
2221;1944;Z8hS5sp_fkov6OpMIfeVZ;;7;NA
2221;1944;Z8hS5sp_fkov6OpMIfeVZ;;111;NA
2223;1945;TN4jf63e7xCRJKuRBez7b;;7;NA
2224;1946;D14QbFRCGCrkHHRa5BqUn;;7;NA
2224;1946;D14QbFRCGCrkHHRa5BqUn;;111;NA
2224;1946;D14QbFRCGCrkHHRa5BqUn;;2;NA
2225;1947;ARjdmQnFg4y-mXwsXJXgl;;7;PRIMARY
2225;1947;ARjdmQnFg4y-mXwsXJXgl;;112;PRIMARY
2226;1948;vPNy77SmknK1ayst4I6rS;;3;HIGHER_EDU
2228;1949;ZZnKTWcosfRls2uZy6BD9;;7;UNFINISHED_HIGHER_EDU
2230;1950;hkqudDQW2x1Behx249hq7;;7;NA
2230;1951;kXFaEVJdZbn_JFx-uf5Gu;;110;NA
2232;1952;VqebOT4crxP0QG9MQpQt_;;7;HIGHER_EDU
2234;1953;zY2eB27rA_0bPb2gpJ-sK;;2;NA
2236;1954;zBmyT-yG59-XUFLhZ-FsK;;7;HIGHER_EDU
2237;1955;BQONZajW5Dk0wcVz7sf_3;;7;HIGHER_EDU
2240;1956;E85vFRFTBsV1Ifp_B_79z;;7;SECONDARY
2240;1956;E85vFRFTBsV1Ifp_B_79z;;2;SECONDARY
2242;1957;Uge0SVNysIzB7q_D-MXS7;;6;HIGHER_EDU
2243;1958;l4prOfwipTtVbBC9G3vTv;;7;NA
2243;1958;l4prOfwipTtVbBC9G3vTv;;131;NA
2243;1958;l4prOfwipTtVbBC9G3vTv;;3;NA
2245;1959;xfaf70VnLGvSwvXf1DaOv;;7;NA
2246;1960;Rmh1dTFt0B8V9keO5IfP3;;7;HIGHER_EDU
2248;1961;Fj3AVy_ZYR4pYEYas-rul;;7;HIGHER_EDU
2249;1962;KHJnPmJb1C_K5gSpbHqpd;;7;NA
2250;1963;TemxhTjhrgzc6eSJnIvWF;;2;NA
2250;1963;TemxhTjhrgzc6eSJnIvWF;;7;NA
2251;1964;_vVDJn6IgzoGbuOmeqxhg;;7;HIGHER_EDU
2251;1965;RN-Z7jDMcYdHYeM8kPSWX;;7;NA
2252;1966;Vt5k29knAANwGeaNNId2W;;2;NA
2252;1966;Vt5k29knAANwGeaNNId2W;;7;NA
2254;1967;JLuTMf4iB8XT8boJ3Ba1v;;7;NA
2254;1967;JLuTMf4iB8XT8boJ3Ba1v;;107;NA
2257;1968;FwnoiR3AxtFQ3QdzAL67O;;7;NA
2259;1969;PRU4coJ0chfdr7U5dZL_b;;7;UNFINISHED_HIGHER_EDU
2260;1970;WSnm1XfAT-49xANY0VnsY;;7;NA
2034;1971;aQvyGjhS3AsfVdC10scWS;;7;HIGHER_EDU
2261;1972;Vkt4nVXyI9sf9ctFulk2j;;7;NA
2261;1972;Vkt4nVXyI9sf9ctFulk2j;;4;NA
2262;1973;UkzjtbhebIv1SNnwGuDUy;;7;NA
2262;1973;UkzjtbhebIv1SNnwGuDUy;;4;NA
2263;1974;#NAZWA?;;7;NA
2265;1975;rAAq8cnrzOvKTYSfLkgFv;;2;NA
2266;1976;tniyJr_5OCaQEsMgsBuQO;;7;UNFINISHED_HIGHER_EDU
2266;1976;tniyJr_5OCaQEsMgsBuQO;;3;UNFINISHED_HIGHER_EDU
2267;1977;6ewRqWNYAwNb2-QwEdBcN;;7;HIGHER_EDU
2267;1977;6ewRqWNYAwNb2-QwEdBcN;;4;HIGHER_EDU
2268;1978;uNO2Cj0fSIUv0VeqJyuX2;;7;NA
2269;1979;rEg92ILpYXZTescgSzuJm;;7;NA
2269;1979;rEg92ILpYXZTescgSzuJm;;2;NA
2271;1980;gysbUGX0k8ztqb7Fpc52G;;7;NA
2271;1980;gysbUGX0k8ztqb7Fpc52G;;2;NA
2273;1981;#NAZWA?;;7;HIGHER_EDU
2275;1982;0OIxL2jf4VKfLc68j7k2M;;7;UNFINISHED_HIGHER_EDU
2275;1982;0OIxL2jf4VKfLc68j7k2M;;2;UNFINISHED_HIGHER_EDU
785;1983;iG8y700OVqGbnf9zK_hIg;;7;HIGHER_EDU
785;1983;iG8y700OVqGbnf9zK_hIg;;107;HIGHER_EDU
2276;1984;NGE_BBc4XeJfgKVzD0WEF;;2;NA
2276;1984;NGE_BBc4XeJfgKVzD0WEF;;7;NA
2277;1985;wiPQZwpBSzywcve6C0381;;7;NA
2277;1985;wiPQZwpBSzywcve6C0381;;2;NA
2279;1986;RaGgyqpsD4GKyTmPTsxLJ;;7;HIGHER_EDU
2279;1986;RaGgyqpsD4GKyTmPTsxLJ;;2;HIGHER_EDU
2283;1987;2CcqS__VycTWobOa8IkMK;;7;HIGHER_EDU
2283;1987;2CcqS__VycTWobOa8IkMK;;114;HIGHER_EDU
2284;1988;0hB8NtV1yD-H2tGnPZO8C;;7;HIGHER_EDU
2284;1988;0hB8NtV1yD-H2tGnPZO8C;;114;HIGHER_EDU
2285;1989;XJ5wHHe7RcC9n6-OYRJ37;;7;NA
2285;1989;XJ5wHHe7RcC9n6-OYRJ37;;114;NA
2287;1990;CRE4gLftG_y9uOzyB-14K;;7;NA
2289;1991;zI-850R6KIGdGXOkScKbm;;7;HIGHER_EDU
2289;1991;zI-850R6KIGdGXOkScKbm;;114;HIGHER_EDU
2289;1991;zI-850R6KIGdGXOkScKbm;;3;HIGHER_EDU
2291;1992;6I4c2yBSkAN396dCo-gFR;;7;NA
2292;1993;jEPnuo4EVfdjNIvnJQfv_;;114;NA
2292;1993;jEPnuo4EVfdjNIvnJQfv_;;7;NA
2292;1993;jEPnuo4EVfdjNIvnJQfv_;;3;NA
2294;1994;ZsPaCi6bztx9FRCqWgASI;;7;HIGHER_EDU
2297;1995;fFoWNQnf5NpQ3uNeP3i0y;;7;NA
2298;1996;bMOdqnMBeSU9ZUg5dAPVF;;7;NA
2298;1996;bMOdqnMBeSU9ZUg5dAPVF;;2;NA
2300;1997;R4FT7dGYf5i02Wr5e10wj;;7;HIGHER_EDU
2301;1998;GFEPTpw_XqLlNW7UERf0G;;2;NA
2303;1999;xca2BetUiv9hDBRT_KerE;;7;HIGHER_EDU
2303;1999;xca2BetUiv9hDBRT_KerE;;3;HIGHER_EDU
2307;2000;r0PWDem7ZvZJ3dZsAE7cF;;7;NA
2307;2000;r0PWDem7ZvZJ3dZsAE7cF;;2;NA
2305;2001;XMmuwoIsua1HFKqfWIs-y;;7;HIGHER_EDU
2305;2001;XMmuwoIsua1HFKqfWIs-y;;3;HIGHER_EDU
2309;2002;Bvt5cRzOfzvCVqoRB-W-J;;7;SECONDARY
2309;2002;Bvt5cRzOfzvCVqoRB-W-J;;3;SECONDARY
2309;2002;Bvt5cRzOfzvCVqoRB-W-J;;110;SECONDARY
2312;2003;ZOOYq1Bwsg0Q7yYGZerjq;;7;NA
2312;2003;ZOOYq1Bwsg0Q7yYGZerjq;;3;NA
2314;2004;kPLXC-nK3dKkhwR7AM7JM;;7;HIGHER_EDU
2318;2005;zKNVL3fkfOq6qkj67v3Jq;;7;HIGHER_EDU
2316;2006;xXzVMokfvu9y0bUhYlZqa;;7;NA
2316;2006;xXzVMokfvu9y0bUhYlZqa;;114;NA
2323;2008;tl0jPVG6d7jh7O9PhOy5v;;7;HIGHER_EDU
2323;2008;tl0jPVG6d7jh7O9PhOy5v;;2;HIGHER_EDU
2324;2009;XZiLrGfUQHzxSSz4Ehd6X;;110;NA
2324;2009;XZiLrGfUQHzxSSz4Ehd6X;;6;NA
2324;2010;E2VU-KOm0MUpjp-L96EUx;;110;NA
2325;2011;OiG_u3J4tPC56ZDyFfd_O;;2;HIGHER_EDU
2325;2011;OiG_u3J4tPC56ZDyFfd_O;;7;HIGHER_EDU
2331;2012;Pk46EyE7b7mQynIwYDI-U;;110;NA
2331;2012;Pk46EyE7b7mQynIwYDI-U;;7;NA
2332;2013;FEv9bQmad25d_4Wty0UHo;;109;NA
2332;2013;FEv9bQmad25d_4Wty0UHo;;7;NA
2332;2013;FEv9bQmad25d_4Wty0UHo;;6;NA
2333;2014;PVztcjVITVvsPNGfPQsR9;;114;NA
2333;2014;PVztcjVITVvsPNGfPQsR9;;7;NA
2333;2014;PVztcjVITVvsPNGfPQsR9;;2;NA
2327;2015;Y8rJcUFo9LprMgtBKkNkN;;2;NA
2327;2015;Y8rJcUFo9LprMgtBKkNkN;;7;NA
2335;2016;F784OOnsoXMcL-020xgYA;;2;NA
2337;2017;7xCH1TyFmNRwvv_C8l3ys;;7;HIGHER_EDU
2337;2017;7xCH1TyFmNRwvv_C8l3ys;;8;HIGHER_EDU
2339;2018;kQWm2m88Qu4CWB7CMPTlK;;7;HIGHER_EDU
2339;2018;kQWm2m88Qu4CWB7CMPTlK;;105;HIGHER_EDU
2339;2018;kQWm2m88Qu4CWB7CMPTlK;;3;HIGHER_EDU
2341;2019;pImexPfKemtACW8UrObop;;2;NA
2342;2020;xhQZ2CvLVEX5aWN2nTaI9;;7;HIGHER_EDU
2342;2020;xhQZ2CvLVEX5aWN2nTaI9;;5;HIGHER_EDU
2343;2021;t-9MP91sNcOlHaSah3vFL;;7;HIGHER_EDU
2343;2021;t-9MP91sNcOlHaSah3vFL;;8;HIGHER_EDU
2344;2022;9apFLZXbgMRBWrQbbNwgv;;105;NA
2344;2022;9apFLZXbgMRBWrQbbNwgv;;7;NA
2345;2023;k0cUO3tisptTaYJXiznuq;;7;NA
2347;2024;LOvCbZWKthSQ_D9PZPIT4;;7;NA
2349;2025;fPOlMBgf_2KMvRqHSLsuv;;7;NA
2349;2025;fPOlMBgf_2KMvRqHSLsuv;;114;NA
2349;2026;E8t27Vt7hYn61AXmtHsyS;;7;HIGHER_EDU
2349;2026;E8t27Vt7hYn61AXmtHsyS;;114;HIGHER_EDU
2351;2027;Ih7SGDo-87gORO0q9AQGw;;117;NA
2351;2027;Ih7SGDo-87gORO0q9AQGw;;3;NA
2353;2028;rZht-zfb7yHh5Zxud-A0-;;2;HIGHER_EDU
2353;2028;rZht-zfb7yHh5Zxud-A0-;;7;HIGHER_EDU
2356;2029;lG-Xmr12pWcriBGhimfRj;;7;NA
2356;2029;lG-Xmr12pWcriBGhimfRj;;142;NA
2356;2029;lG-Xmr12pWcriBGhimfRj;;2;NA
2358;2030;Kz7_kS0sk67SMgg7RjQ7J;;2;SECONDARY
2358;2030;Kz7_kS0sk67SMgg7RjQ7J;;7;SECONDARY
2362;2031;NBv3SMJCk-aeSAT8la7NF;;7;NA
2362;2031;NBv3SMJCk-aeSAT8la7NF;;142;NA
2362;2031;NBv3SMJCk-aeSAT8la7NF;;6;NA
2365;2032;UTNZ2-ATo9BwIz5fWnN9c;;7;HIGHER_EDU
2365;2032;UTNZ2-ATo9BwIz5fWnN9c;;6;HIGHER_EDU
2365;2032;UTNZ2-ATo9BwIz5fWnN9c;;130;HIGHER_EDU
2365;2032;UTNZ2-ATo9BwIz5fWnN9c;;158;HIGHER_EDU
2367;2033;VndJpLvFCWBFTmMoyONaV;;2;PHD
2367;2033;VndJpLvFCWBFTmMoyONaV;;7;PHD
2369;2034;UZQGxsVbNHogGJN7Qtl73;;7;HIGHER_EDU
2369;2034;UZQGxsVbNHogGJN7Qtl73;;114;HIGHER_EDU
2369;2034;UZQGxsVbNHogGJN7Qtl73;;3;HIGHER_EDU
2300;2035;D4H-xX8BCmmtHSYbZ0IzF;;110;NA
2300;2035;D4H-xX8BCmmtHSYbZ0IzF;;7;NA
2374;2036;FViIzHEprimpHfs0lgt7M;;7;HIGHER_EDU
2374;2036;FViIzHEprimpHfs0lgt7M;;110;HIGHER_EDU
2374;2036;FViIzHEprimpHfs0lgt7M;;6;HIGHER_EDU
2376;2037;W7oPIvCSnXmWqD1ff560s;;7;NA
2378;2038;MAZLF8miOCAO3MpiVxV7V;;7;NA
2378;2038;MAZLF8miOCAO3MpiVxV7V;;107;NA
2380;2039;B6VIyxl0CRjSPoTXWohhj;;2;NA
2383;2040;a6QGir97hfassdxIff9Sf;;7;NA
2381;2041;gjehMehXJN--A-8FzuaKo;;7;NA
2384;2042;8wAJ1VsSXomgvyGubSJwb;;7;HIGHER_EDU
2384;2042;8wAJ1VsSXomgvyGubSJwb;;110;HIGHER_EDU
2385;2043;UzZJoUUPXMRqo4FmPRXX_;;7;HIGHER_EDU
2387;2044;Lfd5oz-JHk5QF4AMaiomN;;7;HIGHER_EDU
2389;2045;t142PDQ9eAopfZQZQ8DZJ;;7;SECONDARY
2391;2046;XLwR7k2_farW4zavT8FkX;;7;NA
2391;2046;XLwR7k2_farW4zavT8FkX;;3;NA
2391;2047;wDFst4gLkfG37fnIfJpdV;;7;NA
2391;2047;wDFst4gLkfG37fnIfJpdV;;3;NA
2393;2048;C-5BVkVA5OzNKueTXISY5;;7;SECONDARY
2393;2048;C-5BVkVA5OzNKueTXISY5;;6;SECONDARY
2393;2048;C-5BVkVA5OzNKueTXISY5;;8;SECONDARY
2394;2049;IBuV7yIbpr-dueRFicRbc;;7;PHD
2394;2049;IBuV7yIbpr-dueRFicRbc;;109;PHD
2395;2050;45RRft6G7uhJZYNgQMOiI;;7;NA
2396;2051;GXHo5-7LpITB6mra0lC1S;;7;SECONDARY
2396;2051;GXHo5-7LpITB6mra0lC1S;;110;SECONDARY
2398;2052;rayd8U4wRB0ywi6dVJq_h;;7;HIGHER_EDU
2398;2052;rayd8U4wRB0ywi6dVJq_h;;2;HIGHER_EDU
2400;2053;G5e8RXhgr0k3nRKzWjtU6;;7;SECONDARY
2403;2054;7O472zM-QXtd0idXgIlvM;;7;NA
2402;2055;2k1BtMCrao5LaRqXajF8N;;7;NA
2402;2055;2k1BtMCrao5LaRqXajF8N;;2;NA
2405;2056;6ibEIY7zQZ67bmc8JiLd-;;7;NA
2407;2057;#NAZWA?;;7;NA
2408;2058;h6mXiR9SVYizySAvsJtNs;;7;SECONDARY
2411;2060;oioQj1YTZ72uPa7prG1lN;;7;NA
2411;2060;oioQj1YTZ72uPa7prG1lN;;2;NA
2414;2061;u3VpE_RPpKLiMMz58t-kr;;7;HIGHER_EDU
2414;2061;u3VpE_RPpKLiMMz58t-kr;;2;HIGHER_EDU
2415;2062;ieeABbKzLFIFjYjuc69ks;;7;NA
2417;2063;JyXXLbFawrEHQcVZStrZ9;;7;TECHNICAL
2417;2063;JyXXLbFawrEHQcVZStrZ9;;2;TECHNICAL
1202;2064;n--Nr5IguEgDNXQr9lJuU;;7;NA
2415;2065;tgKJfyByY-UvAFl_CMReq;;7;NA
2415;2065;tgKJfyByY-UvAFl_CMReq;;2;NA
2419;2066;Qs21lWNhqWzIdqQSpV0zM;;7;NA
2421;2067;bDISW_aFUJd-7iQFRfvvB;;7;NA
2417;2068;B4fDjkaBqnquRMXp3bChA;;7;NA
2423;2069;0O2CFIGQd_NQXfWz-GAYD;;7;HIGHER_EDU
2427;2070;hNsqwJv7pJJqcwBRhuo-c;;7;NA
2425;2071;gUZJ_-j_fqBI7_rfA13_L;;7;NA
2425;2071;gUZJ_-j_fqBI7_rfA13_L;;110;NA
2425;2072;4YDymVa4K07SyP99n1nlI;;7;HIGHER_EDU
2425;2072;4YDymVa4K07SyP99n1nlI;;110;HIGHER_EDU
2428;2073;vznnXHOiirvEEtu0SPqjq;;7;NA
2428;2073;vznnXHOiirvEEtu0SPqjq;;2;NA
2428;2074;7TmItnxQqRrA6iaRtb3L1;;7;HIGHER_EDU
2428;2074;7TmItnxQqRrA6iaRtb3L1;;2;HIGHER_EDU
2430;2075;sS_Jn-qnFhYC4FiIaz6TU;;7;HIGHER_EDU
2431;2076;wd1f7jfXA7ZCpTujg4vTr;;7;NA
2433;2077;UUXdg9piZjdSsm5ztwUGi;;7;NA
2435;2078;98xrM9J3tv7wS3dqktexL;;7;NA
2441;2079;cDW6DA8rWUUlXDmISxPIu;;7;NA
2439;2080;xM0v3LXPwFcABcsPB6fNg;;7;HIGHER_EDU
2439;2080;xM0v3LXPwFcABcsPB6fNg;;6;HIGHER_EDU
2437;2081;2n_FdiCcygmF--CuhpeSc;;7;HIGHER_EDU
2442;2082;ceBLnCSaIqoWy_gyM4YH7;;7;NA
2442;2082;ceBLnCSaIqoWy_gyM4YH7;;115;NA
2442;2082;ceBLnCSaIqoWy_gyM4YH7;;129;NA
2442;2082;ceBLnCSaIqoWy_gyM4YH7;;6;NA
2443;2083;T6QaA6mIRQ5bezpas38JB;;7;HIGHER_EDU
2445;2084;5Ki0rmZ1_-OrHmlCWeAZJ;;7;HIGHER_EDU
2446;2085;MwW3e_BKWqliUKeQMuYu5;;7;NA
2449;2086;wrvZ03OW8F6e2be7sp8Hu;;7;NA
2452;2087;Es4VhzQe8Gu_lWCcqjtdE;;7;HIGHER_EDU
2454;2088;BOaQKoZ6ZSPVHatTf20bG;;7;NA
2457;2089;lxFVHCGgunDmh7xEPmx4z;;7;NA
2457;2089;lxFVHCGgunDmh7xEPmx4z;;2;NA
2458;2090;ZpsU1LyztJ5qkv3-BHjiS;;7;HIGHER_EDU
2460;2091;TBUE6mglCpc0sLeHkwUSe;;7;NA
2461;2092;yt0cZ2QPQ-u0kaltQvAza;;7;HIGHER_EDU
2463;2093;_60Poe1KlAdE_T_F09syp;;7;NA
2465;2094;HrwFkwwR3Yu8mecxZ_Yvg;;7;NA
2467;2095;mwY9FCQg3hVkWTYVONPj1;;7;NA
2469;2096;0MhDx1Gmm4TKyG3dWKg1L;;7;NA
2470;2097;T7cOQDk2ImndCVERLB_F4;;110;NA
2472;2098;5IZPMj6qqwuL09H-g17mq;;7;SECONDARY
2474;2099;VQ9M0Kbf6KpW2tbxSEFb8;;7;TECHNICAL
2448;2100;9qBS0DqeL9rnHnzx08cX9;;7;HIGHER_EDU
2479;2101;EbG1fIqyRCXjUvUMrvNBQ;;7;NA
2479;2102;vyAjYg85v4xsNxFdruofz;;7;NA
2481;2103;zYZoJSoTCqr-uhHn0QGP1;;7;NA
2483;2104;UYLX5V-Ie-wr5u3UAJ6S3;;7;NA
2485;2105;oObFPEtGYV2--Wgq5mi_g;;2;NA
2487;2106;Jh63RYqrcabkJIyJuuYTs;;7;HIGHER_EDU
2487;2107;oRrYMwr0NKoyUcaIHJyfe;;7;NA
2488;2108;Pxvo0LU_yZbr3vO7TqV4V;;7;NA
2488;2108;Pxvo0LU_yZbr3vO7TqV4V;;7;NA
